# mu value:
3.162278
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.0001, 17.2831, 17.9745, 0.961536
0.0002, 14.1754, 14.6941, 0.964696
0.0003, 12.5832, 13.022, 0.966304
0.0004, 11.5451, 11.9354, 0.967304
0.0005, 10.7893, 11.1457, 0.968018
0.0006, 10.2023, 10.5334, 0.96857
0.0007, 9.72634, 10.0377, 0.968982
0.0008, 9.32886, 9.62403, 0.969329
0.0009, 8.98926, 9.27099, 0.969611
0.001, 8.69391, 8.96424, 0.969844
0.002, 6.93915, 7.14579, 0.971082
0.003, 6.05102, 6.22802, 0.971581
0.004, 5.47639, 5.63514, 0.97183
0.005, 5.06032, 5.20613, 0.971992
0.006, 4.73861, 4.87443, 0.972136
0.007, 4.47864, 4.60657, 0.972229
0.008, 4.26218, 4.38352, 0.97232
0.009, 4.07769, 4.19358, 0.972365
0.01, 3.91757, 4.02844, 0.972478
0.02, 2.97227, 3.05332, 0.973457
0.03, 2.49684, 2.56183, 0.97463
0.04, 2.18955, 2.24369, 0.975869
0.05, 1.96679, 2.01278, 0.97715
0.06, 1.79417, 1.83362, 0.978482
0.07, 1.65429, 1.68843, 0.979779
0.08, 1.53746, 1.56713, 0.981067
0.09, 1.43745, 1.46336, 0.982293
0.1, 1.35101, 1.37307, 0.983933
0.2, 0.831516, 0.833962, 0.997067
0.3, 0.565645, 0.56096, 1.00835
0.4, 0.395539, 0.38744, 1.02091
0.5, 0.275504, 0.266231, 1.03483
0.6, 0.186063, 0.177543, 1.04799
0.7, 0.11745, 0.111257, 1.05567
0.8, 0.0646858, 0.061562, 1.05074
0.9, 0.0257348, 0.0249469, 1.03159
0.0001, 0.75979, 0.880565, 0.862843
0.0002, 0.629585, 0.717081, 0.877983
0.0003, 0.562631, 0.634328, 0.886972
0.0004, 0.518917, 0.580869, 0.893345
0.0005, 0.487073, 0.542224, 0.898287
0.0006, 0.462347, 0.512399, 0.902318
0.0007, 0.442306, 0.488364, 0.905688
0.0008, 0.42558, 0.468391, 0.9086
0.0009, 0.411303, 0.451414, 0.911144
0.001, 0.398898, 0.436718, 0.9134
0.002, 0.325633, 0.351017, 0.927683
0.003, 0.289099, 0.309072, 0.93538
0.004, 0.265837, 0.28268, 0.940417
0.005, 0.249269, 0.264039, 0.944061
0.006, 0.236672, 0.249951, 0.946872
0.007, 0.226663, 0.23882, 0.949093
0.008, 0.218472, 0.229745, 0.950933
0.009, 0.211611, 0.222181, 0.952428
0.01, 0.205756, 0.215726, 0.953786
0.02, 0.174014, 0.180958, 0.961628
0.03, 0.160906, 0.166538, 0.966183
0.04, 0.154073, 0.158858, 0.969881
0.05, 0.150188, 0.154324, 0.973204
0.06, 0.147922, 0.151513, 0.976295
0.07, 0.14662, 0.149746, 0.979129
0.08, 0.145937, 0.148652, 0.981736
0.09, 0.145653, 0.148005, 0.984109
0.1, 0.145652, 0.147671, 0.986328
0.2, 0.149827, 0.150237, 0.997269
0.3, 0.153839, 0.154663, 0.994669
