# mu value:
4.472136
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.0001, 23.9607, 23.3042, 1.02817
0.0002, 19.2901, 18.7369, 1.02952
0.0003, 16.9326, 16.4423, 1.02982
0.0004, 15.4101, 14.9648, 1.02976
0.0005, 14.3095, 13.8984, 1.02959
0.0006, 13.4599, 13.0759, 1.02937
0.0007, 12.7742, 12.4131, 1.02909
0.0008, 12.2039, 11.8621, 1.02882
0.0009, 11.7186, 11.3935, 1.02853
0.001, 11.2979, 10.9875, 1.02825
0.002, 8.8279, 8.60685, 1.02568
0.003, 7.59969, 7.42401, 1.02366
0.004, 6.81414, 6.66753, 1.02199
0.005, 6.25033, 6.12426, 1.02059
0.006, 5.8175, 5.70675, 1.01941
0.007, 5.46983, 5.3713, 1.01834
0.008, 5.18186, 5.0932, 1.01741
0.009, 4.93757, 4.85733, 1.01652
0.01, 4.72645, 4.65292, 1.0158
0.02, 3.49885, 3.46098, 1.01094
0.03, 2.89552, 2.87127, 1.00844
0.04, 2.51152, 2.4942, 1.00694
0.05, 2.23645, 2.22307, 1.00602
0.06, 2.02537, 2.01431, 1.00549
0.07, 1.85576, 1.84623, 1.00516
0.08, 1.71512, 1.70661, 1.00499
0.09, 1.59557, 1.58777, 1.00491
0.1, 1.49301, 1.48485, 1.0055
0.2, 0.889036, 0.880655, 1.00952
0.3, 0.590783, 0.582752, 1.01378
0.4, 0.405342, 0.397128, 1.02068
0.5, 0.277857, 0.269843, 1.0297
0.6, 0.185201, 0.178532, 1.03735
0.7, 0.11595, 0.11172, 1.03786
0.8, 0.0638319, 0.0624877, 1.02151
0.9, 0.0256671, 0.0260371, 0.985791
0.0001, 1.00988, 1.09198, 0.924813
0.0002, 0.825259, 0.878702, 0.93918
0.0003, 0.731328, 0.771757, 0.947614
0.0004, 0.6704, 0.703079, 0.95352
0.0005, 0.626228, 0.653649, 0.958049
0.0006, 0.592057, 0.615634, 0.961703
0.0007, 0.564442, 0.585085, 0.964717
0.0008, 0.541455, 0.559761, 0.967297
0.0009, 0.521876, 0.53828, 0.969524
0.001, 0.504897, 0.519722, 0.971475
0.002, 0.405236, 0.412174, 0.983166
0.003, 0.355933, 0.359988, 0.988736
0.004, 0.324662, 0.327311, 0.991907
0.005, 0.302437, 0.304302, 0.99387
0.006, 0.285556, 0.286949, 0.995146
