# mu value:
3.162278
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.0001, 18.2837, 17.9745, 1.0172
0.0002, 14.9491, 14.6941, 1.01735
0.0003, 13.2448, 13.022, 1.01711
0.0004, 12.1354, 11.9354, 1.01676
0.0005, 11.3286, 11.1457, 1.0164
0.0006, 10.7026, 10.5334, 1.01607
0.0007, 10.1954, 10.0377, 1.01571
0.0008, 9.77214, 9.62403, 1.01539
0.0009, 9.41073, 9.27099, 1.01507
0.001, 9.09659, 8.96424, 1.01476
0.002, 7.2338, 7.14579, 1.01232
0.003, 6.29374, 6.22802, 1.01055
0.004, 5.68666, 5.63514, 1.00914
0.005, 5.24774, 5.20613, 1.00799
0.006, 4.90877, 4.87443, 1.00704
0.007, 4.63512, 4.60657, 1.0062
0.008, 4.40747, 4.38352, 1.00546
0.009, 4.21359, 4.19358, 1.00477
0.01, 4.04545, 4.02844, 1.00422
0.02, 3.05534, 3.05332, 1.00066
0.03, 2.55934, 2.56183, 0.999027
0.04, 2.23962, 2.24369, 0.998185
0.05, 2.00834, 2.01278, 0.997793
0.06, 1.82943, 1.83362, 0.997714
0.07, 1.68468, 1.68843, 0.997778
0.08, 1.56394, 1.56713, 0.997965
0.09, 1.46073, 1.46336, 0.998202
0.1, 1.37159, 1.37307, 0.998922
0.2, 0.838142, 0.833962, 1.00501
0.3, 0.567132, 0.56096, 1.011
0.4, 0.394722, 0.38744, 1.01879
0.5, 0.273711, 0.266231, 1.0281
0.6, 0.183995, 0.177543, 1.03634
0.7, 0.115662, 0.111257, 1.03959
0.8, 0.063477, 0.061562, 1.03111
0.9, 0.0252055, 0.0249469, 1.01037
0.0001, 0.812059, 0.880565, 0.922202
0.0002, 0.670697, 0.717081, 0.935316
0.0003, 0.59817, 0.634328, 0.942998
0.0004, 0.550883, 0.580869, 0.948377
0.0005, 0.516472, 0.542224, 0.952506
0.0006, 0.489773, 0.512399, 0.955842
0.0007, 0.468146, 0.488364, 0.9586
0.0008, 0.450108, 0.468391, 0.960965
0.0009, 0.434716, 0.451414, 0.963011
0.001, 0.421349, 0.436718, 0.964807
0.002, 0.342499, 0.351017, 0.975732
0.003, 0.303241, 0.309072, 0.981136
0.004, 0.278261, 0.28268, 0.984367
0.005, 0.260473, 0.264039, 0.986496
0.006, 0.246949, 0.249951, 0.98799
0.007, 0.236202, 0.23882, 0.989036
0.008, 0.227404, 0.229745, 0.989813
0.009, 0.220032, 0.222181, 0.99033
0.01, 0.213739, 0.215726, 0.990787
0.02, 0.179504, 0.180958, 0.991964
0.03, 0.165214, 0.166538, 0.992052
0.04, 0.157645, 0.158858, 0.992365
0.05, 0.153239, 0.154324, 0.992968
0.06, 0.150573, 0.151513, 0.993798
0.07, 0.148952, 0.149746, 0.994703
0.08, 0.148003, 0.148652, 0.995633
0.09, 0.147491, 0.148005, 0.996531
0.1, 0.147293, 0.147671, 0.997438
0.2, 0.150255, 0.150237, 1.00012
0.3, 0.15364, 0.154663, 0.993383
0.4, 0.156668, 0.159375, 0.983012
0.5, 0.159865, 0.164172, 0.973768
0.6, 0.161979, 0.167141, 0.969116
0.7, 0.159179, 0.163662, 0.972611
0.8, 0.144431, 0.145536, 0.992403
0.9, 0.105368, 0.0995773, 1.05815
0.0001, 0.808236, 0.87815, 0.920385
0.0002, 0.669232, 0.720802, 0.928454
0.0003, 0.597758, 0.640366, 0.933464
0.0004, 0.551101, 0.588082, 0.937116
0.0005, 0.517124, 0.55012, 0.94002
0.0006, 0.490752, 0.520723, 0.942443
0.0007, 0.469385, 0.496968, 0.944497
0.0008, 0.451563, 0.477185, 0.946306
0.0009, 0.436358, 0.460338, 0.94791
0.001, 0.423156, 0.445733, 0.949349
0.002, 0.345462, 0.360218, 0.959035
0.003, 0.307093, 0.318288, 0.964825
0.004, 0.282943, 0.292009, 0.968953
0.005, 0.265967, 0.273576, 0.972187
0.006, 0.253246, 0.259774, 0.97487
0.007, 0.243298, 0.248991, 0.977136
0.008, 0.235297, 0.24031, 0.97914
0.009, 0.228718, 0.233184, 0.980849
0.01, 0.223213, 0.22719, 0.982498
0.02, 0.196669, 0.197923, 0.993664
0.03, 0.189656, 0.189539, 1.00062
0.04, 0.188957, 0.187934, 1.00544
0.05, 0.191045, 0.189377, 1.0088
0.06, 0.194529, 0.192389, 1.01112
0.07, 0.198739, 0.196271, 1.01257
0.08, 0.203332, 0.200652, 1.01335
0.09, 0.208091, 0.205296, 1.01361
0.1, 0.212929, 0.210082, 1.01355
0.2, 0.256684, 0.255937, 1.00292
0.3, 0.293376, 0.295994, 0.991155
0.4, 0.332424, 0.338189, 0.982951
0.5, 0.378688, 0.388344, 0.975137
0.6, 0.427596, 0.44251, 0.966297
0.7, 0.462879, 0.481215, 0.961896
0.8, 0.45478, 0.464422, 0.97924
0.9, 0.354271, 0.32852, 1.07839
0.0001, 0.810194, 0.883028, 0.917518
0.0002, 0.666752, 0.722112, 0.923336
0.0003, 0.5928, 0.639485, 0.926995
0.0004, 0.544387, 0.585565, 0.929679
0.0005, 0.50903, 0.546271, 0.931827
0.0006, 0.481507, 0.515735, 0.933632
0.0007, 0.459143, 0.490976, 0.935162
0.0008, 0.440434, 0.470288, 0.936519
0.0009, 0.424426, 0.452613, 0.937723
0.001, 0.410485, 0.437242, 0.938805
0.002, 0.327277, 0.345908, 0.946139
0.003, 0.284905, 0.299733, 0.95053
0.004, 0.257403, 0.26992, 0.953628
0.005, 0.237457, 0.24838, 0.956021
0.006, 0.222022, 0.23176, 0.957981
0.007, 0.209548, 0.218372, 0.959595
0.008, 0.199167, 0.207252, 0.960992
0.009, 0.190327, 0.197811, 0.962163
0.01, 0.182662, 0.189626, 0.963272
0.02, 0.137846, 0.14208, 0.970203
0.03, 0.115984, 0.119053, 0.97422
0.04, 0.102394, 0.104793, 0.977105
0.05, 0.092973, 0.094932, 0.979365
0.06, 0.0860213, 0.0876664, 0.981234
0.07, 0.080675, 0.0820963, 0.982687
0.08, 0.0764536, 0.0777115, 0.983814
0.09, 0.0730478, 0.0741875, 0.984637
0.1, 0.0702742, 0.0713221, 0.985309
0.2, 0.0587911, 0.0598431, 0.982421
0.3, 0.0592783, 0.0605028, 0.979761
0.4, 0.0657463, 0.0667916, 0.98435
0.5, 0.0769092, 0.0780142, 0.985836
0.6, 0.0907138, 0.0928794, 0.976683
0.7, 0.102631, 0.106481, 0.963846
0.8, 0.104697, 0.107877, 0.97052
0.9, 0.0840291, 0.0786949, 1.06778
0.0001, 0.394433, 0.418146, 0.943291
0.0002, 0.317002, 0.331227, 0.957053
0.0003, 0.277788, 0.287769, 0.965317
0.0004, 0.25242, 0.259898, 0.971226
0.0005, 0.234061, 0.239854, 0.975848
0.0006, 0.219876, 0.224443, 0.97965
0.0007, 0.208424, 0.212063, 0.982841
0.0008, 0.198898, 0.2018, 0.98562
0.0009, 0.190789, 0.193095, 0.988056
0.001, 0.183759, 0.185573, 0.990225
0.002, 0.14254, 0.141952, 1.00414
0.003, 0.122155, 0.120743, 1.01169
0.004, 0.109218, 0.107442, 1.01653
0.005, 0.10002, 0.0980681, 1.0199
0.006, 0.0930321, 0.0909966, 1.02237
0.007, 0.0874832, 0.0854192, 1.02416
0.008, 0.0829434, 0.08088, 1.02551
0.009, 0.0791423, 0.0771047, 1.02643
0.01, 0.0759021, 0.0738895, 1.02724
0.02, 0.0584183, 0.0568335, 1.02788
0.03, 0.0513955, 0.0501656, 1.02452
0.04, 0.0479523, 0.0469903, 1.02047
0.05, 0.0462144, 0.0454685, 1.0164
0.06, 0.0454237, 0.0448627, 1.01251
0.07, 0.0452047, 0.0448171, 1.00865
0.08, 0.0453544, 0.0451368, 1.00482
0.09, 0.0457429, 0.0456979, 1.00098
0.1, 0.0463112, 0.0464308, 0.997423
0.2, 0.0550934, 0.0570457, 0.965777
0.3, 0.0663026, 0.0697143, 0.951063
0.4, 0.0819248, 0.086211, 0.950282
0.5, 0.104387, 0.109872, 0.950076
0.6, 0.134455, 0.142413, 0.944123
0.7, 0.169957, 0.181033, 0.938819
0.8, 0.202447, 0.213646, 0.947582
0.9, 0.204439, 0.207315, 0.986125
0.0001, -4.16334e-17, 0, -inf
0.0002, -6.93899e-17, 0, -inf
0.0003, -6.32102e-17, 0, -inf
0.0004, -4.56628e-18, 0, -inf
0.0005, -1.40304e-17, 0, -inf
0.0006, -5.3428e-17, 0, -inf
0.0007, -2.85939e-17, 0, -inf
0.0008, -3.53473e-17, 0, -inf
0.0009, -4.35133e-17, 0, -inf
0.001, -3.46945e-17, 0, -inf
0.002, -1.468e-17, 0, -inf
0.003, -1.6633e-17, 0, -inf
0.004, -2.98531e-17, 0, -inf
0.005, -6.32961e-18, 0, -inf
0.006, -1.24651e-17, 0, -inf
0.007, 1.40266e-18, 0, inf
0.008, -2.18739e-17, 0, -inf
0.009, -1.28292e-17, 0, -inf
0.01, 6.93889e-18, 0, inf
0.02, -1.03782e-17, 0, -inf
0.03, -1.39051e-17, 0, -inf
0.04, -3.79287e-18, 0, -inf
0.05, -1.39081e-17, 0, -inf
0.06, -1.54742e-17, 0, -inf
0.07, -2.9383e-18, 0, -inf
0.08, -1.669e-17, 0, -inf
0.09, -1.00922e-17, 0, -inf
0.1, -1.04083e-17, 0, -inf
0.2, -1.64994e-17, 0, -inf
0.3, -2.41852e-18, 0, -inf
0.4, -1.91877e-17, 0, -inf
0.5, -1.01971e-17, 0, -inf
0.6, -3.77393e-18, 0, -inf
0.7, -2.65328e-17, 0, -inf
0.8, -1.48809e-17, 0, -inf
0.9, -8.58106e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
