# mu value:
4.000000
# num_x_vals
36
# x, evolved, exact, ratio
0.0001, 42.4207, 41.8579, 1.01345
0.0002, 32.569, 32.2411, 1.01017
0.0003, 27.7871, 27.5558, 1.00839
0.0004, 24.7754, 24.5996, 1.00714
0.0005, 22.6386, 22.4986, 1.00622
0.0006, 21.0135, 20.8984, 1.00551
0.0007, 19.7185, 19.6227, 1.00488
0.0008, 18.6532, 18.572, 1.00437
0.0009, 17.755, 17.6858, 1.00392
0.001, 16.9831, 16.9238, 1.00351
0.002, 12.5856, 12.5736, 1.00095
0.003, 10.494, 10.4992, 0.999509
0.004, 9.19407, 9.20838, 0.998446
0.005, 8.28095, 8.30085, 0.997603
0.006, 7.59207, 7.61542, 0.996934
0.007, 7.04674, 7.07285, 0.996308
0.008, 6.60077, 6.62894, 0.995751
0.009, 6.22666, 6.25687, 0.995172
0.01, 5.90658, 5.93766, 0.994765
0.02, 4.11136, 4.14741, 0.991308
0.03, 3.27657, 3.31375, 0.988779
0.04, 2.76483, 2.8023, 0.98663
0.05, 2.40895, 2.44624, 0.984754
0.06, 2.14261, 2.1793, 0.983164
0.07, 1.93324, 1.96923, 0.981723
0.08, 1.763, 1.79822, 0.980416
0.09, 1.62082, 1.6552, 0.97923
0.1, 1.50194, 1.53333, 0.979526
0.2, 0.83634, 0.85728, 0.975574
0.3, 0.533465, 0.549844, 0.970212
0.4, 0.353875, 0.366337, 0.965982
0.5, 0.233852, 0.243034, 0.962219
0.6, 0.149792, 0.154995, 0.966433
0.7, 0.0875148, 0.0906087, 0.965854
0.8, 0.0430606, 0.0443118, 0.971763
0.9, 0.0137662, 0.0139621, 0.985969
0.0001, 0.905634, 0.894337, 1.01263
0.0002, 0.720679, 0.716775, 1.00545
0.0003, 0.629174, 0.627957, 1.00194
0.0004, 0.570913, 0.571061, 0.999742
0.0005, 0.52928, 0.530212, 0.998243
0.0006, 0.497456, 0.498872, 0.997161
0.0007, 0.472001, 0.473751, 0.996307
0.0008, 0.451006, 0.452976, 0.995652
0.0009, 0.433271, 0.435396, 0.995119
0.001, 0.418008, 0.420245, 0.994676
0.002, 0.330978, 0.333411, 0.992703
0.003, 0.289971, 0.292249, 0.992203
0.004, 0.264913, 0.267039, 0.992037
0.005, 0.247667, 0.249665, 0.991999
0.006, 0.234946, 0.236834, 0.992028
0.007, 0.225113, 0.226919, 0.992041
0.008, 0.217272, 0.219008, 0.992072
0.009, 0.210862, 0.212556, 0.992027
0.01, 0.205519, 0.207156, 0.992096
0.02, 0.179315, 0.180676, 0.992466
0.03, 0.170738, 0.171888, 0.993308
0.04, 0.167413, 0.168319, 0.994616
0.05, 0.166281, 0.166905, 0.996259
0.06, 0.166208, 0.16652, 0.998129
0.07, 0.166676, 0.16666, 1.00009
0.08, 0.167426, 0.167077, 1.00208
0.09, 0.168309, 0.167628, 1.00406
0.1, 0.169256, 0.168238, 1.00605
0.2, 0.175878, 0.172715, 1.01832
0.3, 0.17577, 0.172834, 1.01699
0.4, 0.17109, 0.170111, 1.00576
0.5, 0.163949, 0.165617, 0.989933
0.6, 0.155972, 0.159711, 0.976587
0.7, 0.147529, 0.152108, 0.969894
0.8, 0.138266, 0.141541, 0.976862
0.9, 0.124317, 0.123852, 1.00376
0.0001, 0.903921, 0.905856, 0.997864
0.0002, 0.718885, 0.71619, 1.00376
0.0003, 0.627747, 0.623563, 1.00671
0.0004, 0.569912, 0.565166, 1.0084
0.0005, 0.528696, 0.523751, 1.00944
0.0006, 0.497267, 0.492296, 1.0101
0.0007, 0.472183, 0.467299, 1.01045
0.0008, 0.451535, 0.446783, 1.01064
0.0009, 0.434126, 0.429543, 1.01067
0.001, 0.419171, 0.414776, 1.0106
0.002, 0.33454, 0.332083, 1.0074
0.003, 0.295262, 0.294368, 1.00304
0.004, 0.271608, 0.271946, 0.99876
0.005, 0.255577, 0.256899, 0.994853
0.006, 0.243944, 0.246068, 0.991371
0.007, 0.235111, 0.237909, 0.988241
0.008, 0.228204, 0.231567, 0.985476
0.009, 0.222677, 0.22654, 0.982947
0.01, 0.218177, 0.222444, 0.980816
0.02, 0.199202, 0.205522, 0.969249
0.03, 0.196851, 0.203538, 0.967145
0.04, 0.19928, 0.205716, 0.968715
0.05, 0.203591, 0.209511, 0.971742
0.06, 0.208718, 0.214008, 0.97528
0.07, 0.214181, 0.218815, 0.978819
0.08, 0.219745, 0.223744, 0.982127
0.09, 0.225268, 0.228678, 0.985086
0.1, 0.23074, 0.233574, 0.987867
0.2, 0.275743, 0.277017, 0.995403
0.3, 0.30537, 0.310278, 0.984181
0.4, 0.326128, 0.33516, 0.973053
0.5, 0.343685, 0.353422, 0.972451
0.6, 0.363371, 0.367884, 0.987733
0.7, 0.38737, 0.383886, 1.00908
0.8, 0.416318, 0.408878, 1.0182
0.9, 0.434705, 0.439696, 0.988649
0.0001, 0.899835, 0.889116, 1.01206
0.0002, 0.714333, 0.708702, 1.00795
0.0003, 0.622045, 0.618306, 1.00605
0.0004, 0.562992, 0.56026, 1.00487
0.0005, 0.520594, 0.518476, 1.00409
0.0006, 0.488042, 0.48633, 1.00352
0.0007, 0.461894, 0.460487, 1.00306
0.0008, 0.440237, 0.439053, 1.0027
0.0009, 0.421869, 0.420863, 1.00239
