# mu value:
10.000000
# num_x_vals
36
# x, evolved, exact, ratio
0.0001, 68.2323, 67.7905, 1.00652
0.0002, 50.7907, 50.6272, 1.00323
0.0003, 42.5426, 42.4815, 1.00144
0.0004, 37.4334, 37.4272, 1.00017
0.0005, 33.8532, 33.8794, 0.999229
0.0006, 31.1574, 31.2043, 0.998497
0.0007, 29.0267, 29.0893, 0.997848
0.0008, 27.2866, 27.3598, 0.997325
0.0009, 25.8287, 25.9104, 0.996846
0.001, 24.5827, 24.671, 0.99642
0.002, 17.6225, 17.7344, 0.993689
0.003, 14.4075, 14.5222, 0.992105
0.004, 12.4464, 12.5606, 0.990909
0.005, 11.088, 11.2007, 0.989943
0.006, 10.0747, 10.185, 0.98917
0.007, 9.28, 9.38855, 0.988438
0.008, 8.63537, 8.74225, 0.987774
0.009, 8.09847, 8.20443, 0.987085
0.01, 7.64202, 7.74581, 0.986601
0.02, 5.13804, 5.2303, 0.98236
0.03, 4.01155, 4.09698, 0.979149
0.04, 3.33536, 3.41611, 0.976363
0.05, 2.87245, 2.94944, 0.973899
0.06, 2.53041, 2.60387, 0.971788
0.07, 2.2644, 2.33471, 0.969883
0.08, 2.05014, 2.11753, 0.968172
0.09, 1.87287, 1.9373, 0.966746
0.1, 1.72647, 1.78477, 0.967335
0.2, 0.921105, 0.95863, 0.960855
0.3, 0.569574, 0.596942, 0.954153
0.4, 0.369122, 0.387575, 0.952387
0.5, 0.240326, 0.251451, 0.955756
0.6, 0.154109, 0.157902, 0.975982
0.7, 0.0912484, 0.0922574, 0.989063
0.8, 0.0467132, 0.0466145, 1.00212
0.9, 0.0161729, 0.0164789, 0.981429
0.0001, 1.66015, 1.63933, 1.0127
0.0002, 1.2812, 1.27939, 1.00142
0.0003, 1.09789, 1.1025, 0.995822
0.0004, 0.98276, 0.990393, 0.992293
0.0005, 0.901283, 0.910518, 0.989858
0.0006, 0.839466, 0.849596, 0.988077
0.0007, 0.790315, 0.800988, 0.986676
0.0008, 0.749976, 0.760944, 0.985587
0.0009, 0.716042, 0.72717, 0.984696
0.001, 0.68694, 0.69814, 0.983958
0.002, 0.522788, 0.533118, 0.980624
0.003, 0.44634, 0.455536, 0.979811
0.004, 0.399768, 0.408085, 0.979619
0.005, 0.36769, 0.375327, 0.979653
0.006, 0.343956, 0.351049, 0.979794
0.007, 0.325523, 0.332196, 0.979912
0.008, 0.310735, 0.317067, 0.980032
0.009, 0.298564, 0.30464, 0.980054
0.01, 0.288345, 0.29417, 0.980197
0.02, 0.235872, 0.240598, 0.980359
0.03, 0.21591, 0.220257, 0.980264
0.04, 0.205967, 0.210054, 0.980543
0.05, 0.20043, 0.204248, 0.981309
0.06, 0.197178, 0.200684, 0.982531
0.07, 0.19522, 0.19838, 0.984072
0.08, 0.194045, 0.19683, 0.985853
0.09, 0.193355, 0.195738, 0.987823
0.1, 0.192984, 0.194939, 0.989971
0.2, 0.192203, 0.190719, 1.00778
0.3, 0.188476, 0.185928, 1.01371
0.4, 0.181995, 0.180685, 1.00725
0.5, 0.174854, 0.176104, 0.9929
0.6, 0.168952, 0.17259, 0.978922
0.7, 0.164434, 0.16969, 0.969025
0.8, 0.160616, 0.165575, 0.970053
0.9, 0.15204, 0.154454, 0.98437
0.0001, 1.65857, 1.67319, 0.991261
0.0002, 1.27981, 1.28254, 0.997868
0.0003, 1.09702, 1.09551, 1.00138
0.0004, 0.982442, 0.979007, 1.00351
0.0005, 0.901487, 0.89708, 1.00491
0.0006, 0.84016, 0.835264, 1.00586
0.0007, 0.791465, 0.786392, 1.00645
0.0008, 0.751555, 0.746451, 1.00684
0.0009, 0.718024, 0.71301, 1.00703
0.001, 0.689304, 0.684449, 1.00709
0.002, 0.528202, 0.525931, 1.00432
0.003, 0.454064, 0.454242, 0.999606
0.004, 0.409444, 0.41163, 0.994689
0.005, 0.379107, 0.382926, 0.990027
0.006, 0.356969, 0.362124, 0.985765
0.007, 0.340033, 0.346316, 0.981857
0.008, 0.326663, 0.333897, 0.978335
0.009, 0.31585, 0.32392, 0.975086
0.01, 0.306939, 0.315682, 0.972305
0.02, 0.265982, 0.278053, 0.956588
0.03, 0.256048, 0.268551, 0.953442
0.04, 0.255308, 0.267195, 0.955513
0.05, 0.258376, 0.26921, 0.959758
