# mu value:
4.000000
# num_x_vals
36
# x, evolved, exact, ratio
0.0001, 22.0888, 21.5563, 1.0247
0.0002, 17.8659, 17.4193, 1.02564
0.0003, 15.7263, 15.3316, 1.02574
0.0004, 14.3412, 13.9835, 1.02558
0.0005, 13.3382, 13.0085, 1.02534
0.0006, 12.5626, 12.2553, 1.02507
0.0007, 11.9359, 11.6475, 1.02476
0.0008, 11.4143, 11.1416, 1.02447
0.0009, 10.9698, 10.7109, 1.02417
0.001, 10.5843, 10.3375, 1.02387
0.002, 8.31379, 8.1402, 1.02132
0.003, 7.17976, 7.04329, 1.01937
0.004, 6.45234, 6.33963, 1.01778
0.005, 5.92909, 5.83314, 1.01645
0.006, 5.52669, 5.44319, 1.01534
0.007, 5.20298, 5.1294, 1.01434
0.008, 4.9345, 4.86891, 1.01347
0.009, 4.70648, 4.6477, 1.01265
0.01, 4.50922, 4.45583, 1.01198
0.02, 3.35785, 3.3327, 1.00755
0.03, 2.78877, 2.77396, 1.00534
0.04, 2.4252, 2.41537, 1.00407
0.05, 2.16402, 2.15682, 1.00334
0.06, 1.96312, 1.9573, 1.00297
0.07, 1.80136, 1.79635, 1.00279
0.08, 1.667, 1.66242, 1.00276
0.09, 1.55259, 1.54826, 1.0028
0.1, 1.45426, 1.44925, 1.00345
0.2, 0.872417, 0.865208, 1.00833
0.3, 0.582705, 0.575047, 1.01332
0.4, 0.401372, 0.393249, 1.02066
0.5, 0.27597, 0.267955, 1.02991
0.6, 0.184315, 0.177593, 1.03785
0.7, 0.115471, 0.111103, 1.03932
0.8, 0.0634817, 0.0619071, 1.02544
0.9, 0.025438, 0.0255904, 0.994042
0.0001, 0.944591, 1.02336, 0.923032
0.0002, 0.774482, 0.826466, 0.937102
0.0003, 0.687705, 0.727454, 0.945358
0.0004, 0.631324, 0.663754, 0.951141
0.0005, 0.590399, 0.617846, 0.955577
0.0006, 0.558711, 0.582501, 0.959158
0.0007, 0.533083, 0.554073, 0.962115
0.0008, 0.511736, 0.53049, 0.964648
0.0009, 0.493543, 0.510473, 0.966836
0.001, 0.477759, 0.493169, 0.968754
0.002, 0.384961, 0.392694, 0.98031
0.003, 0.338957, 0.343809, 0.985889
0.004, 0.309745, 0.313152, 0.989121
0.005, 0.288969, 0.291544, 0.991168
0.006, 0.273183, 0.275236, 0.992539
0.007, 0.260641, 0.262363, 0.993435
0.008, 0.250374, 0.251874, 0.994047
0.009, 0.241769, 0.243133, 0.994389
0.01, 0.234421, 0.235676, 0.994678
0.02, 0.194309, 0.195423, 0.994297
0.03, 0.177348, 0.178546, 0.99329
0.04, 0.168186, 0.169392, 0.992879
0.05, 0.162701, 0.163844, 0.99302
0.06, 0.159248, 0.160278, 0.99357
0.07, 0.15702, 0.157917, 0.994318
0.08, 0.155587, 0.156341, 0.995174
0.09, 0.154676, 0.155289, 0.996051
0.1, 0.154145, 0.154611, 0.996989
0.2, 0.155303, 0.155339, 0.999768
0.3, 0.157971, 0.159263, 0.991889
0.4, 0.160807, 0.164109, 0.979878
0.5, 0.16417, 0.169347, 0.96943
0.6, 0.166698, 0.172815, 0.964604
0.7, 0.164527, 0.169706, 0.969483
0.8, 0.150634, 0.151643, 0.993343
0.9, 0.112319, 0.10499, 1.0698
0.0001, 0.940959, 1.02298, 0.919821
0.0002, 0.773168, 0.832958, 0.928219
0.0003, 0.687436, 0.736424, 0.933478
0.0004, 0.631689, 0.673925, 0.937328
0.0005, 0.591209, 0.62868, 0.940398
0.0006, 0.559859, 0.593723, 0.942963
0.0007, 0.534506, 0.565531, 0.94514
0.0008, 0.513391, 0.54209, 0.947059
0.0009, 0.495402, 0.522157, 0.94876
0.001, 0.479799, 0.504899, 0.950287
0.002, 0.388332, 0.404286, 0.960536
0.003, 0.343387, 0.355247, 0.966613
0.004, 0.31517, 0.324615, 0.970905
0.005, 0.295364, 0.303175, 0.974237
0.006, 0.280535, 0.287146, 0.976979
0.007, 0.268941, 0.274633, 0.979276
0.008, 0.259615, 0.264564, 0.981295
0.009, 0.251944, 0.2563, 0.983001
0.01, 0.245522, 0.249349, 0.984652
0.02, 0.214328, 0.215254, 0.9957
0.03, 0.205697, 0.20516, 1.00261
0.04, 0.204336, 0.202818, 1.00748
0.05, 0.206183, 0.203954, 1.01093
0.06, 0.209641, 0.206882, 1.01334
0.07, 0.213945, 0.21081, 1.01487
0.08, 0.218698, 0.215317, 1.0157
0.09, 0.223657, 0.220136, 1.016
0.1, 0.228724, 0.22513, 1.01596
0.2, 0.274891, 0.273638, 1.00458
0.3, 0.314066, 0.31669, 0.991715
0.4, 0.356007, 0.362309, 0.982604
0.5, 0.405432, 0.416319, 0.973851
0.6, 0.457381, 0.47446, 0.964004
0.7, 0.495408, 0.516519, 0.959129
0.8, 0.489797, 0.500798, 0.978034
0.9, 0.389807, 0.359333, 1.08481
0.0001, 0.942524, 1.02707, 0.917682
0.0002, 0.770284, 0.834462, 0.923091
0.0003, 0.682045, 0.736086, 0.926583
0.0004, 0.624512, 0.672111, 0.929181
0.0005, 0.58262, 0.62561, 0.931283
0.0006, 0.550087, 0.589549, 0.933065
0.0007, 0.523705, 0.560362, 0.934584
0.0008, 0.501673, 0.53601, 0.935938
0.0009, 0.482849, 0.515234, 0.937145
0.001, 0.466478, 0.497187, 0.938234
0.002, 0.369225, 0.390422, 0.945708
0.003, 0.32004, 0.336796, 0.950249
0.004, 0.288256, 0.302321, 0.953476
0.005, 0.26528, 0.277496, 0.955976
0.006, 0.247549, 0.258394, 0.958028
0.007, 0.233252, 0.243042, 0.959719
0.008, 0.221377, 0.230318, 0.961181
0.009, 0.211282, 0.219537, 0.962402
0.01, 0.202544, 0.210203, 0.963564
0.02, 0.151756, 0.156333, 0.970719
0.03, 0.127213, 0.130509, 0.974745
0.04, 0.112064, 0.114637, 0.977554
0.05, 0.101623, 0.103728, 0.979699
0.06, 0.0939582, 0.0957354, 0.981436
0.07, 0.088092, 0.0896387, 0.982746
0.08, 0.0834809, 0.0848625, 0.983719
0.09, 0.0797765, 0.0810418, 0.984387
0.1, 0.0767749, 0.0779496, 0.984929
0.2, 0.0645861, 0.0658412, 0.980936
0.3, 0.0653744, 0.0667934, 0.978756
0.4, 0.0725179, 0.073635, 0.984829
0.5, 0.0845147, 0.0855975, 0.98735
0.6, 0.099122, 0.101364, 0.977878
0.7, 0.111695, 0.115886, 0.963839
0.8, 0.114241, 0.117734, 0.97033
0.9, 0.0934428, 0.0871251, 1.07251
0.0001, 0.531896, 0.561602, 0.947104
0.0002, 0.424991, 0.44281, 0.959759
0.0003, 0.371138, 0.383641, 0.96741
0.0004, 0.336417, 0.345788, 0.9729
0.0005, 0.311354, 0.318615, 0.977212
0.0006, 0.292029, 0.297756, 0.980769
0.0007, 0.276454, 0.281018, 0.983758
0.0008, 0.263518, 0.26716, 0.986368
0.0009, 0.252519, 0.255416, 0.988659
0.001, 0.242997, 0.245278, 0.9907
0.002, 0.187387, 0.186666, 1.00386
0.003, 0.160052, 0.158306, 1.01103
0.004, 0.142774, 0.140579, 1.01562
0.005, 0.130527, 0.128118, 1.01881
0.006, 0.121247, 0.118738, 1.02113
0.007, 0.113894, 0.111355, 1.0228
0.008, 0.107889, 0.105356, 1.02404
0.009, 0.102871, 0.100376, 1.02486
0.01, 0.0985995, 0.0961401, 1.02558
0.02, 0.0757003, 0.0738147, 1.02555
0.03, 0.0666214, 0.0652075, 1.02168
0.04, 0.0622372, 0.0611801, 1.01728
0.05, 0.0600773, 0.0593082, 1.01297
0.06, 0.0591469, 0.0586236, 1.00893
0.07, 0.0589551, 0.0586611, 1.00501
0.08, 0.0592374, 0.0591666, 1.0012
0.09, 0.0598248, 0.059979, 0.997429
0.1, 0.0606438, 0.0610083, 0.994026
0.2, 0.0726627, 0.075295, 0.965039
0.3, 0.0875971, 0.0918601, 0.953593
0.4, 0.107951, 0.11296, 0.955652
0.5, 0.13667, 0.142743, 0.957456
0.6, 0.174511, 0.183232, 0.952402
0.7, 0.218443, 0.230724, 0.94677
0.8, 0.257545, 0.269884, 0.954282
0.9, 0.257497, 0.25948, 0.992361
0.0001, -8.32667e-17, 0, -inf
0.0002, 2.49093e-17, 0, inf
0.0003, -5.55345e-17, 0, -inf
0.0004, -5.18631e-17, 0, -inf
0.0005, -4.11314e-17, 0, -inf
0.0006, -2.90386e-17, 0, -inf
0.0007, -5.6192e-17, 0, -inf
0.0008, -2.98441e-17, 0, -inf
0.0009, -2.78183e-17, 0, -inf
0.001, -2.08167e-17, 0, -inf
0.002, -5.43522e-17, 0, -inf
0.003, -3.10902e-17, 0, -inf
0.004, -6.98798e-18, 0, -inf
0.005, -2.75546e-17, 0, -inf
0.006, -3.90224e-17, 0, -inf
0.007, -4.28475e-17, 0, -inf
0.008, -2.59465e-17, 0, -inf
0.009, -2.75094e-17, 0, -inf
0.01, -1.73472e-17, 0, -inf
0.02, -1.33282e-17, 0, -inf
0.03, -1.05443e-17, 0, -inf
0.04, -1.33448e-17, 0, -inf
0.05, -1.02525e-17, 0, -inf
0.06, -9.17679e-18, 0, -inf
0.07, -1.03729e-17, 0, -inf
0.08, -1.24341e-17, 0, -inf
0.09, -1.63683e-17, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, -8.6298e-18, 0, -inf
0.3, -2.14698e-17, 0, -inf
0.4, -1.14784e-17, 0, -inf
0.5, -1.69571e-17, 0, -inf
0.6, 1.43379e-17, 0, inf
0.7, -6.18029e-18, 0, -inf
0.8, -1.62583e-17, 0, -inf
0.9, -1.60657e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
